Gene	sgRNA	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|beta	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|z	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|p-value	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|fdr	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|wald-p-value	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|wald-fdr	KBM7|beta	KBM7|z	KBM7|p-value	KBM7|fdr	KBM7|wald-p-value	KBM7|wald-fdr
C4orf45	10	-0.19078	-1.033	0.23	0.74184	0.30159	0.74466	0.15991	0.8624	0.232	0.62032	0.38847	0.65582
C4orf48	10	-0.083046	-0.61702	0.627	0.94312	0.53722	0.88074	0.12713	0.88248	0.326	0.69492	0.37752	0.64423
C4orf6	10	0.11358	0.71933	0.369	0.86636	0.47194	0.85396	0.27875	1.784	0.05	0.3125	0.074425	0.29072
C5orf15	10	0.10367	0.92186	0.24	0.74184	0.3566	0.78202	-0.080672	-0.49722	0.729	0.92875	0.61903	0.8029
C5orf22	10	0.036192	0.25433	0.724	0.95013	0.79924	0.9425	0.056188	0.43623	0.622	0.88778	0.66267	0.82524
C5orf24	10	-0.12141	-0.89878	0.687	0.94312	0.36877	0.7982	0.070441	0.83807	0.558	0.84743	0.40199	0.66995
C5orf28	10	0.090157	0.93807	0.467	0.91211	0.34821	0.77975	0.09243	0.99968	0.47	0.7916	0.31747	0.59451
C5orf30	10	-0.11008	-0.68192	0.742	0.95373	0.49529	0.86138	-0.20787	-2.2351	0.279	0.66047	0.02541	0.16828
C5orf34	10	0.17142	1.0803	0.195	0.72059	0.28	0.73491	0.015823	0.10171	0.834	0.97316	0.91898	0.97603
C5orf38	10	0.17167	0.99558	0.181	0.69466	0.31945	0.75974	0.24526	1.431	0.086	0.41546	0.15242	0.40849
C5orf42	10	0.0649	0.46341	0.588	0.94312	0.64307	0.91164	0.16255	1.2252	0.221	0.60882	0.22048	0.49268
C5orf45	10	-0.081674	-0.61958	0.631	0.94312	0.53553	0.88074	0.24017	1.6916	0.093	0.43119	0.09073	0.31613
C5orf46	10	-0.067164	-0.5604	0.699	0.94312	0.5752	0.89596	0.12348	0.94984	0.34	0.70143	0.34219	0.62001
C5orf47	10	0.15366	1.2802	0.24	0.74184	0.20046	0.66491	0.2367	2.0214	0.097	0.43498	0.043238	0.22403
C5orf48	10	0.041838	0.59318	0.463	0.91211	0.55306	0.88632	0.25393	1.7023	0.078	0.39796	0.088704	0.31234
C5orf51	10	0.17339	1.4181	0.185	0.70342	0.15615	0.59374	0.097379	0.81248	0.45	0.77893	0.41652	0.67991
C5orf52	10	0.41282	2.5239	0.006	0.1875	0.011606	0.23212	0.29376	1.8096	0.035	0.24648	0.070365	0.28373
C5orf54	10	-0.041494	-0.36967	0.854	0.9661	0.71163	0.92151	0.12335	1.0235	0.34	0.70143	0.30609	0.5829
C5orf55	10	-0.068463	-0.47066	0.713	0.94312	0.63789	0.91164	0.006011	0.040768	0.885	0.97408	0.96748	0.99374
C5orf63	10	-0.094276	-0.6268	0.835	0.9661	0.53079	0.88074	0.0012815	0.016877	0.905	0.97522	0.98654	0.99374
C6orf106	10	-0.37499	-3.1694	0.023	0.33824	0.0015274	0.058731	-0.03345	-0.28037	0.923	0.97571	0.77919	0.88746
C6orf10	10	0.0046237	-0.03581	0.901	0.9661	0.97143	0.99451	0.0075516	0.075412	0.876	0.97408	0.93989	0.98311
C6orf118	10	0.18246	1.9574	0.163	0.664	0.050303	0.40782	0.16314	1.7772	0.217	0.59945	0.075543	0.2928
C6orf120	10	0.0050141	0.018101	0.875	0.9661	0.98556	0.99451	0.086778	0.69543	0.492	0.80687	0.48679	0.73312
C6orf132	10	-0.31516	-2.4176	0.053	0.47009	0.015623	0.25612	0.013764	0.10452	0.846	0.97408	0.91676	0.97603
C6orf136	10	-0.062898	-0.59034	0.734	0.95367	0.55496	0.88653	-0.41037	-3.7261	0.036	0.25175	0.00019446	0.0043214
C6orf141	10	0.098144	0.59321	0.437	0.90476	0.55304	0.88632	-0.083869	-0.52514	0.72	0.92875	0.59948	0.79583
C6orf15	10	-0.25336	-1.6374	0.116	0.59809	0.10155	0.49166	-0.24886	-1.5953	0.19	0.56886	0.11064	0.34683
C6orf163	10	0.025605	0.23738	0.79	0.9661	0.81236	0.95298	-0.012599	-0.13907	0.972	0.98881	0.8894	0.96294
C6orf165	10	-0.24191	-1.8138	0.125	0.59809	0.069709	0.43298	0.0019697	0.01453	0.9	0.97408	0.98841	0.99374
C6orf195	10	0.095761	0.84449	0.451	0.91182	0.3984	0.80503	0.17947	1.6453	0.186	0.56627	0.099899	0.32862
C6orf1	10	-0.05897	-0.62402	0.751	0.96036	0.53261	0.88074	-0.096723	-0.96735	0.661	0.89892	0.33337	0.60945
C6orf201	10	-0.12317	-1.1736	0.46	0.91211	0.24055	0.6954	0.073173	0.67798	0.546	0.83871	0.49778	0.74425
C6orf203	10	-0.038206	-0.33359	0.873	0.9661	0.73869	0.93269	-0.045601	-0.36712	0.876	0.97408	0.71353	0.85555
C6orf211	10	0.065903	0.51868	0.585	0.94312	0.60398	0.90762	0.039419	0.32859	0.698	0.91361	0.74247	0.86923
C6orf223	10	-0.148	-1.2147	0.355	0.85407	0.22448	0.68454	-0.2015	-1.6168	0.296	0.6712	0.10592	0.33724
C6orf226	10	-0.080373	-0.71156	0.649	0.94312	0.47674	0.85437	-0.07351	-0.62454	0.757	0.94389	0.53227	0.75473
C6orf47	10	0.18532	1.1961	0.166	0.664	0.23167	0.68744	0.28925	1.9541	0.037	0.25517	0.050687	0.24252
C6orf48	10	-0.16906	-1.8355	0.258	0.75219	0.066425	0.43133	-0.23312	-2.4138	0.223	0.61264	0.015787	0.1243
C6orf52	10	0.05303	0.46924	0.65	0.94312	0.6389	0.91164	0.10804	1.0259	0.407	0.74954	0.30492	0.5829
C6orf57	10	-0.11818	-0.68446	0.488	0.9225	0.49368	0.86138	-0.88455	-5.01	0	0	5.4435e-07	3.2021e-05
C6orf62	10	-0.18514	-1.5635	0.249	0.74184	0.11795	0.53857	0.15074	1.2885	0.261	0.64951	0.19756	0.46528
C6orf70	10	-0.034529	-0.36909	0.901	0.9661	0.71206	0.92151	0.23023	2.2812	0.103	0.44978	0.022537	0.15548
C6orf89	10	-0.16472	-1.5066	0.296	0.79784	0.13191	0.55512	0.067406	0.60424	0.567	0.8503	0.54568	0.76137
C6orf99	10	-0.10464	-0.99793	0.54	0.94312	0.31831	0.75974	-0.0020142	-0.018696	0.924	0.97571	0.98508	0.99374
C7orf10	10	0.090327	0.68988	0.47	0.91296	0.49027	0.86138	0.091344	0.73219	0.471	0.7916	0.46405	0.71424
C7orf25	10	0.22246	1.6498	0.1	0.57143	0.098976	0.48998	0.12954	0.97935	0.318	0.69114	0.32741	0.60407
C7orf26	10	-0.98376	-3.5938	0	0	0.00032584	0.031615	-1.697	-6.1221	0	0	9.2364e-10	2.2201e-07
C7orf29	10	0.12372	0.8374	0.349	0.85158	0.40237	0.80503	0.086653	0.60422	0.493	0.80687	0.54569	0.76137
C7orf31	10	0.13453	0.94579	0.302	0.80319	0.34426	0.77975	-0.1051	-0.75035	0.625	0.88778	0.45304	0.70642
C7orf34	10	0.35831	1.8873	0.015	0.28846	0.059121	0.42872	0.36707	1.983	0.01	0.11765	0.047363	0.23921
C7orf41	10	-0.16322	-1.4542	0.296	0.79784	0.1459	0.5813	-0.045713	-0.39724	0.876	0.97408	0.69119	0.83984
C7orf43	10	-0.088128	-0.5106	0.614	0.94312	0.60963	0.90762	0.14255	0.79099	0.281	0.66047	0.42895	0.68742
C7orf49	10	-0.14884	-1.6593	0.347	0.85158	0.097045	0.48799	-0.16362	-1.7734	0.398	0.74164	0.076155	0.29288
C7orf50	10	0.1138	0.8026	0.376	0.86636	0.42221	0.8135	0.24222	1.7562	0.089	0.42381	0.079054	0.29809
C7orf55	10	-0.0089314	-0.068367	0.95	0.97336	0.94549	0.98873	0.022527	0.11644	0.796	0.95449	0.9073	0.97129
C7orf60	10	-0.033111	-0.28035	0.907	0.9661	0.77921	0.93689	0.28462	2.2481	0.041	0.27517	0.02457	0.1649
C7orf61	10	0.0049874	0.0082889	0.884	0.9661	0.99339	0.99714	-0.030441	-0.29526	0.938	0.98119	0.7678	0.8805
C7orf62	10	-0.15939	-1.4212	0.312	0.8189	0.15527	0.59374	-0.075049	-0.65654	0.752	0.94236	0.51148	0.74661
C8orf22	10	-0.16949	-1.6571	0.274	0.76966	0.097509	0.48799	-0.34392	-3.2953	0.073	0.39691	0.00098325	0.015607
C8orf31	10	0.00029023	-0.031782	0.901	0.9661	0.97465	0.99451	-0.092236	-0.78461	0.683	0.90584	0.43268	0.688
C8orf33	10	-0.45781	-2.6577	0.006	0.1875	0.0078675	0.18297	-0.68976	-3.9666	0.001	0.021739	7.289e-05	0.00197
C8orf34	10	0.06464	0.61846	0.59	0.94312	0.53628	0.88074	-0.0075423	-0.076223	0.952	0.98347	0.93924	0.98311
C8orf37	10	-0.030229	-0.27763	0.927	0.9667	0.7813	0.93689	-0.2679	-2.3132	0.154	0.50825	0.020714	0.14905
C8orf42	10	-0.12552	-0.82671	0.442	0.90574	0.4084	0.80503	-0.0031318	-0.020032	0.928	0.97584	0.98402	0.99374
C8orf44	10	0.067106	0.65371	0.575	0.94312	0.5133	0.87152	0.1173	1.2045	0.369	0.7193	0.22838	0.49711
C8orf46	10	-0.1596	-0.92681	0.311	0.81842	0.35402	0.78202	-0.12739	-0.72465	0.539	0.83566	0.46867	0.71851
C8orf47	10	-0.070292	-0.66629	0.7	0.94312	0.50523	0.86809	0.11733	1.0834	0.369	0.7193	0.27861	0.55542
C8orf4	10	0.22376	1.6944	0.092	0.55689	0.09019	0.4823	0.00058509	0.0044181	0.91	0.97556	0.99647	0.99729
C8orf58	10	-0.076172	-0.65863	0.667	0.94312	0.51013	0.87152	-0.09734	-0.79749	0.66	0.89892	0.42516	0.68354
C8orf74	10	0.1821	1.2257	0.163	0.664	0.2203	0.68454	0.30529	2.094	0.029	0.23016	0.036256	0.20255
C8orf76	10	-0.28162	-1.6634	0.084	0.55689	0.096225	0.48799	-0.15526	-0.90645	0.433	0.77046	0.3647	0.63602
C8orf82	10	-0.01635	-0.16283	0.997	0.998	0.87066	0.96531	-0.16906	-1.3509	0.379	0.72885	0.17673	0.44691
C9orf106	10	-0.050563	-0.38245	0.794	0.9661	0.70213	0.92151	-0.045796	-0.32294	0.876	0.97408	0.74674	0.86923
C9orf114	10	-0.69493	-3.6179	0	0	0.00029702	0.031615	-1.0007	-5.1758	0	0	2.2694e-07	1.8355e-05
C9orf116	10	0.096279	0.57253	0.455	0.91182	0.56696	0.89145	-0.10381	-0.6543	0.633	0.89407	0.51292	0.74661
C9orf117	10	0.058474	0.42588	0.621	0.94312	0.67019	0.92151	0.042936	0.3338	0.682	0.90584	0.73853	0.86823
C9orf123	10	-0.12257	-0.95043	0.472	0.91296	0.34189	0.77975	-0.1816	-1.3919	0.354	0.70577	0.16395	0.42311
C9orf129	10	-0.17445	-1.8193	0.254	0.74487	0.068871	0.43298	-0.051172	-0.52089	0.854	0.97408	0.60244	0.79583
C9orf135	10	-0.082741	-1.0607	0.636	0.94312	0.28882	0.74245	-0.025491	-0.31054	0.961	0.98463	0.75615	0.87416
C9orf139	10	0.04298	0.30422	0.703	0.94312	0.76096	0.93675	0.072205	0.58646	0.551	0.84509	0.55757	0.76964
C9orf142	10	-0.080106	-0.64688	0.642	0.94312	0.51771	0.87361	-0.032782	-0.24789	0.925	0.97574	0.80422	0.89828
C9orf153	10	-0.0024331	-0.048847	0.911	0.9661	0.96104	0.99451	0.16697	1.2056	0.208	0.58757	0.22797	0.49711
C9orf156	10	0.096063	0.73935	0.452	0.91182	0.45969	0.84193	0.065288	0.52636	0.571	0.85141	0.59864	0.79583
C9orf163	10	-0.091607	-0.90689	0.592	0.94312	0.36447	0.79405	-0.11593	-1.083	0.577	0.85355	0.27882	0.55542
C9orf169	10	-0.080073	-0.67845	0.642	0.94312	0.49749	0.86232	0.098192	0.77889	0.447	0.77739	0.43604	0.69103
C9orf16	10	-0.09372	-0.57498	0.592	0.94312	0.5653	0.89024	-0.034138	-0.20174	0.918	0.97556	0.84012	0.92728
C9orf171	10	0.12407	1.0074	0.345	0.85158	0.31373	0.7578	-0.034141	-0.28561	0.918	0.97556	0.77518	0.88508
C9orf173	10	-0.19072	-1.6342	0.218	0.73667	0.10222	0.49166	-0.068605	-0.57177	0.775	0.95092	0.56748	0.77419
C9orf24	10	0.10798	0.96852	0.393	0.86842	0.33278	0.77572	0.17538	1.6193	0.193	0.56932	0.10538	0.33724
C9orf37	10	-0.0080298	-0.11286	0.951	0.97339	0.91014	0.97806	0.10864	0.90697	0.404	0.74539	0.36442	0.63602
C9orf3	10	0.026172	0.2469	0.787	0.9661	0.80499	0.94708	0.14853	1.6799	0.265	0.64951	0.092986	0.31653
C9orf40	10	0.21777	1.7542	0.11	0.59783	0.079399	0.46162	0.21985	1.8071	0.117	0.47755	0.070745	0.28412
C9orf41	10	-0.8729	-4.0835	0	0	4.4355e-05	0.014785	-0.99878	-4.6486	0	0	3.3423e-06	0.00014532
C9orf43	10	-0.24264	-1.6042	0.125	0.59809	0.10867	0.50544	-0.068848	-0.44908	0.775	0.95092	0.65338	0.8212
C9orf50	10	-0.0097799	-0.1408	0.95	0.97336	0.88802	0.97089	-0.14352	-1.5004	0.48	0.8	0.1335	0.38402
C9orf57	10	0.24536	1.666	0.068	0.51515	0.095715	0.48799	0.28559	1.9746	0.04	0.27027	0.048309	0.24064
C9orf64	10	0.10822	0.86829	0.396	0.86842	0.38524	0.80503	0.096481	0.80657	0.451	0.77893	0.41992	0.68022
C9orf66	10	-0.078634	-0.54045	0.622	0.94312	0.58889	0.8977	0.20861	1.2441	0.129	0.48443	0.21345	0.48571
C9orf69	10	0.33329	1.7102	0.022	0.33333	0.087224	0.47404	0.242	1.2627	0.09	0.42453	0.2067	0.47919
C9orf72	10	0.034308	1.0473	0.483	0.91825	0.29498	0.74339	-0.033292	-0.4231	0.923	0.97571	0.67222	0.83196
C9orf78	10	-0.64687	-3.2865	0	0	0.0010144	0.048902	-0.90744	-4.5793	0	0	4.6642e-06	0.0001858
C9orf89	10	0.17026	0.71203	0.201	0.72143	0.47645	0.85437	0.51358	2.211	0	0	0.027033	0.17587
C9orf91	10	-0.10329	-0.60986	0.546	0.94312	0.54196	0.88632	0.34482	1.9741	0.012	0.13402	0.048369	0.24064
C9orf96	10	0.057827	0.53483	0.623	0.94312	0.59277	0.90093	0.071529	0.70678	0.556	0.84627	0.47971	0.72904
C9orf9	10	0.22757	1.3324	0.092	0.55689	0.18272	0.64338	0.015762	0.093789	0.834	0.97316	0.92528	0.97603
CA9	10	-0.0079274	-0.09298	0.934	0.96691	0.92592	0.98293	-0.11887	-1.0052	0.565	0.8503	0.31479	0.59182
CAB39L	10	-0.068983	-0.81743	0.665	0.94312	0.41368	0.80503	-0.041181	-0.4173	0.897	0.97408	0.67646	0.83508
CAB39	10	0.26777	1.25	0.055	0.47009	0.21129	0.67722	-0.041296	-0.19449	0.897	0.97408	0.84579	0.93047
CABIN1	10	0.14915	1.3379	0.259	0.75291	0.18094	0.64163	0.18523	1.7266	0.169	0.53312	0.084247	0.30305
CABLES1	10	0.25059	1.5215	0.096	0.56805	0.12812	0.55465	0.15658	1.0781	0.241	0.62924	0.28097	0.55859
CABLES2	10	0.0025326	-0.028691	0.902	0.9661	0.97711	0.99451	-0.26034	-1.9339	0.169	0.53312	0.05312	0.24823
CABP1	10	-0.13462	-0.83977	0.41	0.88553	0.40103	0.80503	0.26	1.5895	0.072	0.39691	0.11195	0.34877
CABYR	10	-0.20693	-1.8098	0.136	0.61712	0.070334	0.43416	-0.06148	-0.47064	0.803	0.95595	0.63789	0.81385
CACNA1A	10	-0.020196	-0.27629	0.974	0.98285	0.78233	0.93689	-0.17288	-1.9418	0.369	0.7193	0.052161	0.24621
CACTIN	10	-0.52979	-3.1099	0.003	0.13043	0.0018716	0.064538	-0.63712	-3.7091	0.004	0.066667	0.00020796	0.0045209
CACUL1	10	0.02328	0.19572	0.802	0.9661	0.84483	0.95525	-0.053867	-0.53948	0.839	0.97344	0.58956	0.79029
CAD	10	-0.5514	-2.3386	0.002	0.095238	0.019355	0.26269	-0.92074	-3.8786	0	0	0.00010506	0.0026487
CALB1	10	-0.037988	-0.34195	0.88	0.9661	0.73239	0.92936	0.048528	0.41621	0.656	0.89892	0.67725	0.83508
CALCA	10	0.0049905	0.022024	0.87	0.9661	0.98243	0.99451	0.12262	1.0167	0.343	0.70143	0.30932	0.58362
CALCOCO1	10	0.020707	0.14198	0.818	0.9661	0.88709	0.97089	0.15412	1.3454	0.252	0.64615	0.1785	0.4485
CALCOCO2	10	0.068262	0.41636	0.566	0.94312	0.67715	0.92151	0.12673	0.79928	0.328	0.69492	0.42413	0.68298
CALM1	10	0.26365	1.0085	0.055	0.47009	0.31324	0.7578	0.21427	0.8305	0.12	0.47809	0.40626	0.6746
CALML6	10	-0.21974	-2.2675	0.16	0.664	0.023359	0.29568	-0.15606	-1.5849	0.432	0.77005	0.11299	0.35017
CALR	10	0.14791	1.7056	0.26	0.75362	0.088076	0.47609	0.03247	0.38592	0.74	0.93671	0.69956	0.84488
CAMK1D	10	0.17608	2.1389	0.093	0.55689	0.032443	0.33794	0.22598	2.1658	0.108	0.46154	0.030324	0.19018
CAMK1G	10	0.36768	2.9082	0.012	0.26087	0.0036351	0.1046	0.25373	2.0267	0.078	0.39796	0.042696	0.22293
CAMK1	10	0.078948	0.69673	0.512	0.94312	0.48597	0.86138	-0.00043811	-0.0039449	0.913	0.97556	0.99685	0.99729
CAMK2A	10	0.11167	0.89254	0.387	0.86696	0.3721	0.80036	0.29221	2.4643	0.035	0.24648	0.01373	0.11324
CAMK2B	10	0.18242	1.3882	0.164	0.664	0.16506	0.61528	0.081402	0.6342	0.514	0.81717	0.52595	0.75371
CAMK2D	10	0.28099	1.7692	0.045	0.45918	0.076865	0.45834	0.33021	2.0998	0.015	0.14706	0.035746	0.20082
CAMK2G	10	-0.10153	-0.89242	0.544	0.94312	0.37217	0.80036	0.071857	0.59867	0.553	0.84557	0.54939	0.76482
CAMK2N2	10	-0.074005	-0.79623	0.673	0.94312	0.4259	0.8159	-0.073887	-0.74351	0.756	0.94382	0.45717	0.70849
CAMK4	10	0.17249	1.8695	0.098	0.57143	0.061549	0.42872	0.26876	2.2928	0.061	0.35673	0.02186	0.15504
CAMKK1	10	0.15067	2.2045	0.129	0.60849	0.02749	0.31677	0.056029	0.63168	0.622	0.88778	0.5276	0.75371
CAMKK2	10	0.20842	2.3655	0.118	0.59809	0.018007	0.26269	0.12811	1.4753	0.321	0.69165	0.14012	0.3872
CAMKV	10	0.40225	2.1068	0.008	0.20513	0.035132	0.35132	0.40665	2.1538	0.004	0.066667	0.031259	0.19177
CAMTA1	10	0.020633	0.17941	0.814	0.9661	0.85761	0.95697	-0.068271	-0.72102	0.777	0.9511	0.4709	0.72003
CAMTA2	10	-0.29183	-1.7329	0.124	0.59809	0.083113	0.46725	-0.1093	-0.76727	0.607	0.87734	0.44292	0.69861
CAND1	10	0.0041138	-0.0018099	0.888	0.9661	0.99856	0.99856	-0.20169	-1.1251	0.295	0.67045	0.26056	0.53842
CAND2	10	-0.04355	-0.28501	0.832	0.9661	0.77564	0.93689	0.0065267	0.039021	0.883	0.97408	0.96887	0.99374
CAPG	10	0.25617	1.314	0.061	0.48031	0.18886	0.65248	0.19299	1.0039	0.152	0.50331	0.31544	0.59182
CAPN3	10	0.0085438	0.046377	0.865	0.9661	0.96301	0.99451	-0.052966	-0.52093	0.843	0.97344	0.60241	0.79583
CAPN7	10	0.075767	0.66917	0.539	0.94312	0.50338	0.86641	0.1099	1.0273	0.397	0.74164	0.3043	0.5829
CAPS	10	0.21067	1.1304	0.118	0.59809	0.25829	0.71346	0.024269	0.13299	0.782	0.95134	0.8942	0.96294
CARD8	10	0.012293	0.037882	0.86	0.9661	0.96978	0.99451	0.011327	0.065527	0.857	0.97408	0.94775	0.98519
CARM1	10	-0.4806	-3.7111	0.005	0.18519	0.00020638	0.031615	-0.37383	-2.8617	0.053	0.32317	0.0042139	0.05077
CASC3	10	-0.37934	-2.3045	0.022	0.33333	0.021192	0.27885	-0.60476	-3.6219	0.006	0.089552	0.00029246	0.0059685
CASC5	10	-0.16136	-1.0085	0.305	0.80902	0.3132	0.7578	-0.25033	-1.5284	0.187	0.56627	0.1264	0.37817
CASK	10	0.20371	1.9822	0.12	0.59809	0.047462	0.39884	0.25789	2.5099	0.076	0.39691	0.012075	0.10147
CASP14	10	0.12033	0.50947	0.359	0.85476	0.61042	0.90762	0.38793	1.7092	0.006	0.089552	0.087413	0.31108
CASP2	10	0.32955	1.8294	0.026	0.35616	0.067333	0.43298	0.3735	2.1306	0.009	0.11538	0.033122	0.19275
CASP3	10	-0.22357	-2.529	0.153	0.65106	0.01144	0.23212	-0.026538	-0.2958	0.957	0.98463	0.76739	0.8805
CASP6	10	0.035982	0.30671	0.719	0.94737	0.75906	0.93596	0.13501	1.2375	0.302	0.67411	0.21589	0.48734
CASP7	10	-0.062084	-0.45753	0.731	0.95367	0.64729	0.91164	-0.042844	-0.29798	0.889	0.97408	0.76572	0.88013
CASP8AP2	10	0.002814	-0.010159	0.891	0.9661	0.99189	0.99714	-0.18771	-1.4859	0.34	0.70143	0.1373	0.38402
CASP8	10	0.0055102	0.0087861	0.88	0.9661	0.99299	0.99714	0.68731	3.4908	0	0	0.00048164	0.0086007
CASP9	10	0.11667	0.98727	0.367	0.86557	0.32351	0.763	-0.015431	-0.13478	0.987	0.99198	0.89278	0.96294
CASZ1	10	0.20995	1.1372	0.118	0.59809	0.25544	0.70955	0.24077	1.329	0.092	0.43119	0.18384	0.45058
CAV2	10	-0.041272	-0.22573	0.86	0.9661	0.82141	0.95298	-0.16055	-0.82957	0.416	0.75499	0.40678	0.6746
CBFA2T2	10	0.072182	0.64017	0.55	0.94312	0.52206	0.87742	0.035957	0.33579	0.718	0.92875	0.73703	0.86811
CBFA2T3	10	-0.12455	-0.60874	0.666	0.94312	0.54269	0.88632	-0.021503	-0.16266	0.975	0.98884	0.87078	0.95376
CBFB	10	-0.24833	-1.1059	0.121	0.59809	0.26876	0.72436	-0.75786	-3.333	0.001	0.021739	0.00085905	0.014083
CBLB	10	-0.1513	-1.2095	0.348	0.85158	0.22645	0.68474	-0.070311	-0.55657	0.771	0.95074	0.57782	0.78282
CBLC	10	-0.042527	-0.29671	0.831	0.9661	0.76669	0.93675	-0.070526	-0.43363	0.77	0.95074	0.66456	0.82657
CBL	10	-0.0075588	-0.086304	0.929	0.9667	0.93122	0.98541	-0.2366	-1.9446	0.214	0.5928	0.051827	0.24621
CBR3	10	0.04604	0.40328	0.682	0.94312	0.68674	0.92151	-0.16099	-1.5088	0.414	0.75455	0.13135	0.38321
CBS	10	0.20092	1.4741	0.127	0.60476	0.14047	0.57568	-0.068737	-0.51169	0.775	0.95092	0.60887	0.80021
CBX2	10	-0.14647	-1.4556	0.357	0.85407	0.1455	0.5813	-0.11748	-1.1327	0.573	0.85141	0.25733	0.53722
CBX4	10	0.088355	0.56241	0.48	0.91825	0.57383	0.8954	-0.24092	-1.616	0.203	0.58501	0.1061	0.33724
CBX5	10	0.085795	0.76916	0.487	0.92235	0.4418	0.82826	-0.080535	-0.76131	0.73	0.92875	0.44647	0.702
CBX6	10	-0.073344	-0.60383	0.683	0.94312	0.54595	0.88632	0.0076686	0.059805	0.874	0.97408	0.95231	0.9889
CBX7	10	0.089547	0.62532	0.472	0.91296	0.53176	0.88074	0.12683	0.9288	0.328	0.69492	0.35299	0.62766
CBX8	10	0.051998	0.42776	0.658	0.94312	0.66883	0.92151	0.16567	1.4944	0.211	0.58939	0.13507	0.38402
CBY1	10	0.17166	1.2362	0.196	0.72059	0.21639	0.68454	0.12257	0.90456	0.343	0.70143	0.3657	0.63602
CC2D1A	10	-0.028912	-0.32015	0.919	0.9667	0.74885	0.93427	0.1359	1.3063	0.3	0.67411	0.19146	0.45914
CC2D1B	10	-0.20208	-1.5036	0.201	0.72143	0.13267	0.55512	-0.32433	-2.3726	0.086	0.41546	0.017665	0.13383
CCAR1	10	-0.04094	-0.26563	0.854	0.9661	0.79052	0.94062	-0.90645	-5.3938	0	0	6.8998e-08	8.6247e-06
CCBL1	10	0.059216	0.55148	0.618	0.94312	0.5813	0.89599	0.16434	1.633	0.213	0.59167	0.10246	0.33369
CCDC101	10	-0.024266	-0.23208	0.946	0.97336	0.81648	0.95298	-0.19264	-1.5714	0.323	0.69165	0.11608	0.35608
CCDC102A	10	0.11059	0.96402	0.386	0.86696	0.33504	0.77735	0.11643	1.05	0.375	0.72534	0.29373	0.57482
CCDC102B	10	0.052449	0.20306	0.784	0.9661	0.83909	0.95525	0.062924	0.55958	0.589	0.86277	0.57576	0.78123
CCDC103	10	-0.36897	-3.5979	0.025	0.35616	0.00032077	0.031615	-0.060793	-0.58583	0.807	0.9573	0.55799	0.76964
CCDC104	10	-0.0051855	-0.071797	0.923	0.9667	0.94276	0.98873	-0.35287	-2.9244	0.064	0.36782	0.0034507	0.042926
CCDC105	10	-0.021296	-0.28243	0.968	0.98077	0.77762	0.93689	0.063032	0.69296	0.589	0.86277	0.48834	0.73343
CCDC106	10	0.026447	0.15182	0.793	0.9661	0.87933	0.96842	0.12597	0.90333	0.331	0.69979	0.36635	0.63602
CCDC107	10	0.021054	0.11108	0.81	0.9661	0.91155	0.97806	-0.019208	-0.11868	0.989	0.99198	0.90553	0.97056
CCDC108	10	-0.084394	-0.7466	0.638	0.94312	0.45531	0.83696	0.00077039	0.0066681	0.907	0.97556	0.99468	0.99729
CCDC109B	10	-0.10952	-1.2543	0.525	0.94312	0.20972	0.67653	-0.0060092	-0.067293	0.942	0.98125	0.94635	0.98475
CCDC110	10	0.015757	0.10168	0.836	0.9661	0.91901	0.98185	0.12469	1.0223	0.334	0.70143	0.30665	0.5829
CCDC111	10	0.090268	0.77648	0.466	0.91211	0.43747	0.82541	-0.17136	-1.5299	0.372	0.72093	0.12604	0.37817
CCDC112	10	-0.022856	0.20817	0.779	0.9661	0.83509	0.95525	0.073005	0.63825	0.546	0.83871	0.52331	0.75371
CCDC113	10	0.014683	0.071152	0.846	0.9661	0.94328	0.98873	0.049973	0.32332	0.647	0.89488	0.74645	0.86923
CCDC114	10	-0.07505	-0.7297	0.664	0.94312	0.46557	0.85114	-0.29483	-2.662	0.114	0.47699	0.0077687	0.077852
CCDC115	10	-0.68808	-3.1585	0	0	0.0015857	0.058731	-1.2512	-5.6683	0	0	1.4418e-08	2.0598e-06
CCDC116	10	0.036232	0.24261	0.783	0.9661	0.80831	0.94983	0.12135	1.2617	0.352	0.70577	0.20706	0.47919
CCDC117	10	-0.054695	-0.33561	0.772	0.9661	0.73717	0.93269	0.34238	1.9559	0.013	0.13402	0.050477	0.24252
CCDC11	9	0.066662	0.22779	0.767	0.9661	0.81981	0.95298	0.28647	1.763	0.058	0.34524	0.077908	0.29623
